"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephone　number","medicalSubjects","note","numberOfBeds","pref","prefCode"
"jp.takamatsu.smartcity.medical.Hospital.83","34.33438","134.048071","香川県高松市藤塚町一丁目４番１１号","無床診療所","高松市","医療法人社団阿部内科クリニック","理事長　阿部　美ゆき","医療法人社団阿部内科クリニック","2010/12/15","087-837-3131","内科、心療内科、精神科、整形外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.84","34.238607","134.020981","香川県高松市香南町由佐２１０番地１","無床診療所","高松市","医療法人社団雄翔会綾田医院","理事長　綾田　潔","医療法人社団雄翔会","2010/8/1","087-879-2008","内科、消化器内科、循環器内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.85","34.310955","134.079466","香川県高松市木太町４３２６番地１","無床診療所","高松市","あまの内科クリニック","","天野　克也","2012/10/17","087-868-3363","内科、循環器内科、糖尿病内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.86","34.298627","134.05965","香川県高松市多肥下町５１７番地１０","無床診療所","高松市","あんどう発達クリニック","","安藤　美智子","2012/10/1","087-867-0234","精神科、小児神経内科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.87","34.335289","134.065965","香川県高松市観光町字川下５３８番地２","無床診療所","高松市","あさひクリニック","理事長　西口　潤","医療法人社団愛和会","2015/8/1","087-831-0280","内科、泌尿器科、産婦人科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.88","34.284703","134.097643","香川県高松市小村町２５６番地１３","無床診療所","高松市","ありとも内科クリニック","理事長　有友　雄一","医療法人ありとも内科クリニック","2018/10/1","087-887-4103","内科、消化器内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.89","34.344861","134.007931","香川県高松市香西東町４３３番地１","無床診療所","高松市","美術館診療所","理事長　瀬尾　憲正","医療法人社団なつめ会","2020/2/1","087-881-2776","内科、循環器内科、呼吸器内科、糖尿病内科、泌尿器科、脳神経外科、リハビリ科、産婦人科、耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.90","34.29279","134.09037","香川県高松市下田井町３７２番地１","無床診療所","高松市","あらい乳腺クリニック","","新井　貴士","2022/9/1","087-802-2234","乳腺内科、甲状腺内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.91","34.346580","134.047628","香川県高松市兵庫町８番地１","無床診療所","高松市","ＡＮＤ美容外科高松院","代表理事　安原　美千子","一般社団法人地生会","2023/12/3","087-802-5540","美容外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.92","34.332188","134.049654","香川県高松市栗林町二丁目４−１１　アオイ第一ビル","無床診療所","高松市","あおぞら診療所","","稲毛　達朗","2024/4/17","050-5482-3432","内科、緩和ケア内科、泌尿器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.93","34.341387","134.066824","香川県高松市松福町二丁目１０番１０号","無床診療所","高松市","岩部医院（休止中）","","岩部　道孝","1983/4/1","087-821-6203","内科、呼吸器科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.94","34.284976","134.00328","香川県高松市円座町１２９番地７","無床診療所","高松市","稲井皮膚科クリニック","","稲井　優","1991/4/12","087-885-3356","皮膚科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.95","34.333245","134.075437","香川県高松市木太町３２３８番地７","無床診療所","高松市","医療法人社団いとうクリニック","理事長　伊藤　輝一","医療法人社団いとうクリニック","1996/1/1","087-835-5011","内科、脳神経外科、リハビリ科、麻酔科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.96","34.334503","134.111781","香川県高松市高松町１６８９番地４","無床診療所","高松市","医療法人社団いずみ内科医院","理事長　和泉　英彦","医療法人社団いずみ内科医院","1996/9/1","087-843-1115","内科、消化器内科、循環器内科、糖尿病・代謝内科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.97","34.27874","134.078318","香川県高松市三谷町９０番地１","無床診療所","高松市","医療法人社団イズミ医院","理事長　泉　佳成","医療法人社団イズミ医院","2000/4/1","087-840-1777","内科、神経内科、循環器内科、脳卒中内科、リハビリ科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.98","34.348627","134.088751","香川県高松市屋島西町２４９０番地１","無床診療所","高松市","医療法人社団観照会かがみハーモニークリニック","理事長　鏡原　康介","医療法人社団観照会","2003/5/1","087-802-4711","内科、循環器内科、リハビリテーション科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.99","34.33584","134.051005","香川県高松市塩上町９番地１５","無床診療所","高松市","いしばし内科医院","","石橋　忠明","2005/3/10","087-831-7487","内科、胃腸科、循環器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.100","34.343274","134.124576","香川県高松市牟礼町牟礼２１２８番地１０","無床診療所","高松市","岩藤内科医院","","岩藤　孫六","1987/3/1","087-845-3337","内科、呼吸器科、消化器科、循環器科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.101","34.32274","134.061291","香川県高松市松縄町４８番地２","無床診療所","高松市","医療法人社団石川内科胃腸科医院","理事長　石川　喜久","医療法人社団石川内科胃腸科医院","2007/3/1","087-867-1000","内科、胃腸科、外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.102","34.329596","134.056597","香川県高松市楠上町二丁目３番１５号　アルファメディカルモール２階","無床診療所","高松市","医療法人社団いとうわんぱくクリニック","理事長　伊藤　利幸","医療法人社団いとうわんぱくクリニック","2012/4/1","087-812-1089","アレルギー科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.103","34.325345","134.101964","香川県高松市新田町甲６５８番地７","無床診療所","高松市","いまいこどもファミリークリニック","理事長　今井　正","医療法人社団いまいこどもファミリークリニック","2012/9/1","087-813-8048","血液内科、小児科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.104","34.318824","134.080904","香川県高松市木太町４０２３番地５","無床診療所","高松市","石井耳鼻咽喉科医院","","石井　玄吾","2013/1/1","087-866-7220","耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.105","34.337943","134.051027","香川県高松市常磐町二丁目３番地６","無床診療所","高松市","磯島クリニック","理事長　磯島　玄","医療法人社団玄正会","2013/3/1","087-862-5177","内科、心療内科、精神科、リハビリ科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.106","34.29079","134.01913","香川県高松市一宮町字荒１５３０番地１","無床診療所","高松市","いなもと耳鼻咽喉科","","稲本　隆平","2020/9/1","087-880-3341","耳鼻咽喉科、小児耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.107","34.298773","134.058505","香川県高松市多肥下町４６８番地３","無床診療所","高松市","医療法人社団恵生会生成脳神経クリニック","理事長　入江　恵子","医療法人社団恵生会","2022/5/2","087-813-5511","内科、消化器内科、脳神経外科、リハビリテーション科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.108","34.340432","134.110896","香川県高松市高松町３００６番地７","無床診療所","高松市","印藤内科クリニック","","神原　圭","2022/5/1","087-816-1800","内科、消化器内科、内視鏡内科、肛門外科、外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.109","34.347041","134.050850","香川県高松市内町２番１号","無床診療所","高松市","医療法人社団恵生会いきなりキッズクリニック","理事長　入江　恵子","医療法人社団恵生会","2024/2/13","087-813-6220","内科、小児科、小児外科、脳神経外科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.110","34.316021","134.068903","香川県高松市木太町５０３４−１０","無床診療所","高松市","いない皮ふ科形成外科クリニック","","稲井　雅光","2024/6/3","087-865-0079","形成外科、皮膚科、美容皮膚科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.111","34.345004","134.03901","香川県高松市扇町二丁目１番７号","無床診療所","高松市","医療法人社団内田眼科クリニック","理事長　内田　雅仁","医療法人社団内田眼科クリニック","2004/3/1","087-823-3443","眼科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.112","34.329596","134.056597","香川県高松市楠上町二丁目３番１５号","無床診療所","高松市","医療法人社団うえむら耳鼻咽喉科","理事長　植村　哲也","医療法人社団うえむら耳鼻咽喉科","2014/10/1","087-831-8733","耳鼻咽喉科","","","香川県","372013"
"jp.takamatsu.smartcity.medical.Hospital.113","34.297178","133.996081","香川県高松市檀紙町６８番地１","無床診療所","高松市","医療法人社団牛山クリニック","理事長　牛山　貴文","医療法人社団牛山クリニック","2015/11/1","087-886-0119","内科、消化器内科、外科、美容皮膚科、リハビリ科","","","香川県","372013"
