"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephoneNumber","faxNumber","fullNameInKana","identification","katagaki","medicalCode","medicalSubjects","note","numberOfBeds","overtimeResponse","pref","prefCode","referenceObject"
"jp.takamatsu.smartcity.medical.Hospital.76","34.329596","134.056597","香川県高松市楠上町二丁目3-15","無床診療所","高松市","医療法人社団うえむら耳鼻咽喉科","理事長　植村　哲也","医療法人社団うえむら耳鼻咽喉科","2014/10/1","087-831-8733",,"ウエムラジビインコウカ",,"アルファメディカルモール2F",,"耳鼻咽喉科",,,,"香川県","372013","http://uemura.atat.jp/i/f.php"
"jp.takamatsu.smartcity.medical.Hospital.77","34.297178","133.996081","香川県高松市檀紙町68-1","無床診療所","高松市","医療法人社団牛山クリニック","理事長　牛山　貴文","医療法人社団牛山クリニック","2015/11/1","087-886-0119","087-886-0559","ウシヤマクリニック",,,,"内科、消化器内科、外科、美容皮膚科、リハビリ科",,,,"香川県","372013","https://ushiyama-cl.jimdo.com/"
"jp.takamatsu.smartcity.medical.Hospital.78","34.345004","134.03901","香川県高松市扇町二丁目1-7","無床診療所","高松市","医療法人社団内田眼科クリニック","理事長　内田　雅仁","医療法人社団内田眼科クリニック","2004/3/1","087-823-3443","087-823-3443","ウチダガンカクリニック",,,,"眼科",,,,"香川県","372013","https://itp.ne.jp/info/376823805400000899/"
"jp.takamatsu.smartcity.medical.Hospital.80","34.300353","134.090144","香川県高松市六条町198-1","無床診療所","高松市","江藤内科クリニック",,"江藤　内詞","2008/1/28","087-847-6840","087-847-6841","エトウナイカクリニック",,,,"内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.81","34.334151","134.063818","香川県高松市観光町649-8","無床診療所","高松市","えないメンタルクリニック",,"繒内　利啓","2010/4/5","087-813-1613","087-813-1613","エナイメンタルクリニック",,,,"心療内科、精神科",,,,"香川県","372013","https://www.enai-mental-clinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.84","34.304616","134.015275","香川県高松市成合町728-7","無床診療所","高松市","大饗内科消化器科医院",,"大饗　由之","2008/5/1","087-885-1233","087-885-1681","オオアエナイカショウカキカイイン",,,,"内科、心療内科、精神科、消化器内科",,,,"香川県","372013","http://www.ooae.jp/https://itp.ne.jp/info/375356425400000899/"
"jp.takamatsu.smartcity.medical.Hospital.85","34.337788","134.107955","香川県高松市高松町2507-4","無床診療所","高松市","大内胃腸科眼科医院",,"大内　晣","1973/5/1","087-843-1662","087-843-1664","オオウチイチョウカガンカイイン",,,,"内科、胃腸科、眼科、脳神経内科、消化器内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.86","34.300231","134.098316","香川県高松市東山崎町466-3","無床診療所","高松市","おおくぼ小児科","理事長　大久保　賢介","医療法人社団おおくぼ小児科","2013/9/1","087-847-2500","087-847-2510","オオクボショウニカ",,,,"アレルギー科、小児科、新生児内科",,,,"香川県","372013","http://www.okubo-hospital.jp/"
"jp.takamatsu.smartcity.medical.Hospital.87","34.269595","134.025423","香川県高松市香川町大野1092-1","有床診療所","高松市","医療法人社団大嶋整形外科医院","理事長　大嶋　照久","医療法人社団大嶋整形外科医院","1997/3/1","087-885-3611","087-885-5526","オオシマセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,"19",,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.88","34.343473","134.06574","香川県高松市福岡町二丁目24-26","有床診療所","高松市","太田クリニック","理事長　太田　憲吾","医療法人社団らく楽会","2014/8/4","087-851-1238",,"オオタクリニック",,,,"内科、外科、泌尿器科、リハビリ科",,"19",,"香川県","372013","http://www.rakuraku-group.jp/otaclinic.html"
"jp.takamatsu.smartcity.medical.Hospital.90","34.337156","134.046337","香川県高松市中央町1-28（及び1-24）","有床診療所","高松市","医療法人社団大塚整形外科医院","理事長　大塚　和俊","医療法人社団大塚整形外科医院","1990/2/1","087-834-7611","087-834-7613","オオツカセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,"15",,"香川県","372013","https://otsuka-seikei.jp/"
"jp.takamatsu.smartcity.medical.Hospital.91","34.340321","134.061531","香川県高松市松島町一丁目8-18","無床診療所","高松市","医療法人社団大西整形外科クリニック","理事長　大西　啓一","医療法人社団大西整形外科クリニック","1994/4/1","087-862-8288","087-862-8289","オオニシセイケイゲカクリニック",,,,"外科、整形外科、リハビリ科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.92","34.347349","134.088162","香川県高松市屋島西町2490-18","無床診療所","高松市","医療法人社団空会大西内科クリニック","理事長　大西　隆行","医療法人社団空会","2010/10/1","087-818-0765","087-818-0785","オオニシナイカクリニック",,,,"内科、消化器内科、アレルギー科",,,,"香川県","372013","http://ohnishinaika.homepagelife.jp/"
"jp.takamatsu.smartcity.medical.Hospital.93","34.340327","134.045005","香川県高松市天神前5-6","無床診療所","高松市","大野ペインクリニック",,"大野　健次","2004/12/1","087-836-9870","087-836-9878","オオノペインクリニック",,"高松メディカルモール4F",,"麻酔科",,,,"香川県","372013","https://www.ohnopain.clinic/"
"jp.takamatsu.smartcity.medical.Hospital.94","34.31095","134.043991","香川県高松市三条町109-1","無床診療所","高松市","医療法人社団大橋内科胃腸科","理事長　大橋　英司","医療法人社団大橋内科胃腸科","2007/3/1","087-866-0084","087-866-0084","オオハシナイカイチョウカ",,,,"内科、胃腸科",,,,"香川県","372013","https://itp.ne.jp/info/374643531104821690/"
"jp.takamatsu.smartcity.medical.Hospital.95","34.321688","134.037504","香川県高松市西ハゼ町8-1","無床診療所","高松市","おか整形・リハビリクリニック","理事長　岡　史朗","医療法人社団おか整形・リハビリクリニック","2007/4/1","087-814-8555","087-814-8666","オカセイケイ・リハビリクリニック",,,,"整形外科、リハビリ科",,,,"香川県","372013","http://www.oka-seikei.com/"
"jp.takamatsu.smartcity.medical.Hospital.96","34.240969","134.036572","香川県高松市香川町川東上1864-3","無床診療所","高松市","おか内科クリニック",,"岡　隆彦","2007/5/15","087-879-1600","087-879-1632","オカナイカクリニック",,,,"内科、呼吸器内科、消化器内科、糖尿病内科",,,,"香川県","372013","https://itp.ne.jp/info/372595059018841960/"
"jp.takamatsu.smartcity.medical.Hospital.98","34.335148","134.053591","香川県高松市藤塚町三丁目3-12","有床診療所","高松市","医療法人社団小川内科医院","理事長　虫本　光徳","医療法人社団小川内科医院","1993/9/1","087-861-9551","087-837-2012","オガワナイカイイン",,,,"内科、消化器科、循環器科、放射線科",,"19",,"香川県","372013","https://ogawaiin.jimdo.com/"
"jp.takamatsu.smartcity.medical.Hospital.99","34.323601","134.047559","香川県高松市花ノ宮町二丁目12-1","無床診療所","高松市","医療法人社団おだ整形外科医院","理事長　織田　静信","医療法人社団おだ整形外科医院","1991/5/1","087-866-7166","087-866-0031","オダセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.100","34.301985","134.059658","香川県高松市多肥下町1543-1","無床診療所","高松市","医療法人社団おはら整形外科クリニック","理事長　小原　健夫","医療法人社団おはら整形外科クリニック","2007/10/2","087-865-2398","087-816-6193","オハラセイケイゲカクリニック",,,,"リウマチ科、外科、整形外科、胃腸外科、肛門外科、リハビリ科",,,,"香川県","372013","https://hospital.dr-navip.jp/kagawa/facility/1477/"
"jp.takamatsu.smartcity.medical.Hospital.101","34.334055","134.06328","香川県高松市観光町649-8","無床診療所","高松市","オリーブ高松メディカルクリニック","理事長　福井　敏樹","医療法人社団如水会","2015/7/1","087-839-9620",,"オリーブタカマツメディカルクリニック",,,,"内科、婦人科、放射線科、マンモ",,,,"香川県","372013","https://www.olive.clinic/"
"jp.takamatsu.smartcity.medical.Hospital.102","34.34026","134.114965","香川県高松市高松町2365","有床診療所","高松市","医療法人社団海部医院","理事長　海部　久美子","医療法人社団海部医院","1990/2/1","087-843-3666","087-843-3667","カイフイイン",,,,"内科、腎臓内科、循環器内科、皮膚科、泌尿器科、透析実施",,"19",,"香川県","372013","http://www.kaifuiin.com/medical/index.html"
"jp.takamatsu.smartcity.medical.Hospital.103","34.284409","134.097651","香川県高松市小村町256-2","無床診療所","高松市","医療法人社団つばさ楓の森整形外科","理事長　森　健","医療法人社団つばさ","2012/9/1","087-887-9888",,"カエデノモリセイケイゲカ",,,,"整形外科、リハビリ科",,,,"香川県","372013","http://www.kaedenomori.jp/"
"jp.takamatsu.smartcity.medical.Hospital.104","34.352004","134.01877","香川県高松市郷東町587-1","無床診療所","高松市","公益財団法人香川県総合健診協会","会長　久米川　啓","公益財団法人香川県総合健診協会","1993/4/1","087-881-4867","087-881-8171","カガワケンソウゴウケンシンキョウカイ",,,,"内科、婦人科、放射線科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.105","34.346373","134.094066","香川県高松市屋島西町1347-10","無床診療所","高松市","医療法人社団一耀会かがわ整形外科クリニック","理事長　香川　好男","医療法人社団一耀会かがわ整形外科クリニック","2014/4/1","087-887-9876",,"カガワセイケイゲカクリニック",,,,"整形外科、リハビリ科",,,,"香川県","372013","http://kagawa-orthop.com/index.html"
"jp.takamatsu.smartcity.medical.Hospital.107","34.338564","134.139462","香川県高松市牟礼町牟礼22-1","無床診療所","高松市","加地医院","理事長　加地　英輔","医療法人社団加地医院","2021/10/1","087-845-9713",,"カジイイン",,,,"内科、消化器内科",,,,"香川県","372013","http://kajiclinic.web.fc2.com/"
"jp.takamatsu.smartcity.medical.Hospital.108","34.289706","134.051792","香川県高松市多肥上町718-1","有床診療所","高松市","医療法人かしむら内科医院","理事長　佐藤　多美子","医療法人かしむら内科医院","2006/9/1","087-889-7760","087-889-7769","カシムラナイカイイン",,,,"内科、消化器内科、リハビリ科",,"19",,"香川県","372013","http://wwwb.pikara.ne.jp/kashimura-iin/"
"jp.takamatsu.smartcity.medical.Hospital.110","34.341859","134.038664","香川県高松市番町四丁目8-25","無床診療所","高松市","形見医院",,"形見　智彦","2004/5/1","087-831-5965","087-833-4397","カタミイイン",,,,"内科、循環器科、小児科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.111","34.349023","134.001413","香川県高松市香西本町114-10","有床診療所","高松市","医療法人社団勝賀かつが整形外科クリニック","理事長　西山　徹","医療法人社団勝賀","2007/8/1","087-832-8877","087-832-8911","カツガセイケイゲカクリニック",,,,"リウマチ科、整形外科、リハビリ科、麻酔科",,"2",,"香川県","372013","http://www.katsuga.com/"
"jp.takamatsu.smartcity.medical.Hospital.112","34.34016","134.04625","香川県高松市天神前1-22","無床診療所","高松市","加藤医院",,"加藤　秀樹","2019/7/11","087-862-6614",,"カトウイイン",,,,"耳鼻咽喉科、気管食道外科",,,,"香川県","372013","https://itp.ne.jp/info/375210715400000899/"
