"#property","prefCode","no","pref","cityName","townName","address","buildingName","venue","eventName","overview","organizer","startDate","startTime","endDate","endTime"
"56","372013","0056","香川県","高松市","塩江町安原上","602",,"高松市塩江美術館　企画展示室","高松市塩江美術館企画展　　　　　　　　　　　　「−植物を彫る−木版画展」","当館のコレクションから香川県内にある「讃岐版の会」に所属し、木版画制作への情熱を傾けた池田利夫の作品を紹介します。池田の作品は、身近な自然の植物に目を向け、観察した植物の特徴を独特の視点で捉えて表現した作品を制作しています。この機会に是非、木版画作品の暖かみのある作品をご鑑賞ください。
","高松市塩江美術館","5/16/2020","09:00","6/13/2020","17:00"
"57","372013","0057","香川県","高松市","紺屋町",,,"高松市美術館　中2階ロビー","「デコレータークラブ—猫の小林さんとその周辺—」展","2017年に高松アーティスト・インレジデンスに参加した飯川雄大氏の3年ぶりとなる高松での展示。代表的なシリーズ「デコレータークラブ」をはじめこれまでのプロジェクトを紹介します。","高松市美術館","4/18/2020","09:30","5/31/2020","17:00"
"58","372013","0058","香川県","高松市","紺屋町",,,"高松市美術館　講堂","館長講座「まぶさび教室」シーズン8","篠原館長(高松市美術館)が講師に立ち、深くて広い諸芸術の話を楽しく軽やかにお話します。

・５月９日(土)、６月６日(土)、７月４日(土)、９月５日(土)、１０月３日(土)
・希望者は直接会場へ
","高松市美術館","5/9/2020","11:00","10/3/2020","12:00"
"59","372013","0059","香川県","高松市","番町一丁目","8-15",,"高松市くらし安全安心課（市役所１１階）","空き家に対する補助制度の案内","●老朽危険空き家除却支援事業補助金：老朽化した危険な空き家の所有者等が、その空き家を除却する場合に、費用の一部を補助します。（申込期間：５月１３日～６月１２日）
●空き家改修補助金：香川県空き家バンクに登録された空き家の所有者等が、その空き家の改修を行う場合に、費用の一部を補助します。（申込期間：７月１日～７月１５日）
※いずれの補助制度も一定の要件があります。希望する場合は事前にご相談ください。","高松市","5/13/2020","08:30","7/15/2020","17:00"
"60","372013","0060","香川県","高松市","番町一丁目","8-15",,"高松市役所本庁舎９階　都市計画課住宅・まちづくり推進室","高松市安心あんぜん住宅事業","高松市内にある空き家バンク登録物件の売買に係るインスペクション（住宅診断）費用、及び既存住宅売買瑕疵保険の加入に要する費用の一部を補助する制度が始まります！中古住宅をあらかじめ住宅診断することにより、住宅の劣化状況を事前に把握できたり、売買後のトラブルを未然に防ぐことができます。詳しくは高松市ホームページ「もっと高松」をご覧ください。","高松市都市計画課住宅・まちづくり推進室","6/1/2020",,"3/20/2021",
"61","372013","0061","香川県","高松市","番町一丁目","8-15",,"高松市役所本庁舎９階　都市計画課住宅・まちづくり推進室","高松市住宅取得支援事業が使いやすくなります！","申請時期が早まり、使いやすくなります！現在、最初の申請時期は、取得する住宅の竣工後となっていますが、6月１日より住宅の請負・売買契約締結後に申請することができます。その他、補助要件等に変更はありません。詳しくは高松市ホームページ「もっと高松」をご覧ください。","高松市都市計画課　住宅・まちづくり推進室","6/1/2020",,"12/28/2020",
"62","372013","0062","香川県","高松市","香西南町","476-1",,"高松市ふれあい福祉センター勝賀","ふれあい福祉センター勝賀の各種相談について","① 健康相談実施日　　　令和２年５月１２日（火）、２６日（火）
② 機能回復相談実施日　令和２年５月１４日（木）、２８日（木）
※いずれも午後１時から午後２時まで
※機能回復相談は前日の午後５時までに高松市ふれあい福祉センター勝賀（087-882-6950）へ要予約
※機能回復訓練室が閉鎖となる場合は各種相談の受付けも中止","高松市ふれあい福祉センター勝賀","5/12/2020","13:00","5/28/2020","14:00"
"63","372013","0063","香川県","高松市","林町","2217-19",,"香川県立文書館　他","令和２年度　高松市発達障がい児・者サポーター養成講座","発達障がいの基本的理解と支援の方法について全５回の講座で学んでいきます。
申し込みは5/1（金）～8/21（金）に申込書をFAXまたは直接、高松市発達障がい者サポート事業・こだま学園へ
香川こだま学園：高松市木太町1997−3、TEL　861-7621、FAX　861-7368
申込書は、案内所（市役所1階）、香川こだま学園にて5/1（金）から配布。同園HP、市障がい福祉課HPでダウンロード可能。
※コロナウイルス感染症の影響により、開催時期は現時点では未定です。開催時期については確定次第、マチマチやHPで情報掲載をしていきます。","香川こだま学園","5/1/2020","09:30","12/31/2020","12:00"
"64","372013","0064","香川県","高松市","末広町","5",,"高松市総合教育センター","就学等教育相談のご案内","　高松市総合教育センターでは、令和３年度に小学校へ入学する予定の年長児の保護者を対象とした、「就学説明会」（６月：申込み不要）、「就学等教育相談会」（７月～８月：申込み必要）を実施します。お子様の新入学にあたっての心配事等について、相談できます。 詳しくは、幼稚園、保育所、こども園、療育機関、病院等で配布している「就学等教育相談のご案内」のパンフレットや高松市総合教育センターHPをご覧ください。","高松市教育委員会","6/1/2020",,"8/28/2020",
"65","372013","0065","香川県","高松市",,,,"屋外のため、なし","おはようミニマラソン","申込方法　参加希望者は直接集合地へ（市内3か所）","おはようミニマラソン愛好会","5/5/2020","05:50","5/9/2020","06:30"
"66","372013","0066","香川県","高松市","木太町","3234-8","中原ビル2F西側","中原ビル　スタジオ","はじめてのキッズバレエ体験教室","バレエの基礎から学べ、初めての方でも気軽に参加できます。

","NPO法人カマタマーレスポーツクラブ","5/10/2020","17:00","5/10/2020","17:45"
